overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
3.0,False,"10 7, 2010",A2D72BCZ63OGE0,B002BSA20M,M. Trentham,"When I heard about this game coming out, I was so excited.  The first three games were spectacular.  Then I got the game, beat it in 2 days, and master chief was no where to be seen.  I thought this game might go along with the book fall of reach, since bungie help the author write it, but no.  I've not had a chance to play the multiplayer, so I have no opinion for it.  But the whole time i'm sitting there playing halo reach game, all i can think of is Halo ODST.  The game just doesn't look like the halo 1-3  Didn't care much for ODST, didn't care much for this.  I hope that if bungie makes another game, they go back toward the series that they started.  Because all this was for me was a disappointment.",Disappointed,1286409600,,{'Format:': ' Video Game'},
3.0,False,"06 3, 2010",A1EF35ICOB7TTY,B000ZK9QCS,Aurora Winters,"If you like the other Gods of Wars you will like this game. Its your basic hack and slash with a darker story line all of this I like but whats up with all the button mashing? C'mon they could not think of a way to to kill a mob with skill so just hit buttons really really fast? Doors and just about everything else is the same way more button mashing. I want more from a game. Nice graphics and good story, but needs more game play and less mashing","Mash those buttons, then mash em again and again",1275523200,,{'Format:': ' Video Game'},
3.0,False,"06 7, 2002",A1VQ8W253371UR,B00002NDRY,Westley Merlin,"If you like history...buy it. Ifyou dont, don't buy it. I really don't like this game but it is good for stragedy and education of history+building a empire...thats it to me. BUy it if you want...I don't reccomend it!!!!!!!!!!!",really I don't like this game....fun if you are peaceful!,1023408000,,,
3.0,True,"01 1, 2014",AQLM2XE9UEBAU,B00140P9BA,Shawil,"This is the first game in my favorite game series of all time. Granted it is very old and kind of glitchy, but if you can just make it through, the second and third are much more appealing to the gamer. Although, the first one has the best storyline out of all 3, so enjoy, it is a very beautiful game. And don't listen to what everyone says about the third game when you get to it, you will love this entire series, starting with this one.",The trilogy is a better deal,1388534400,,{'Format:': ' DVD-ROM'},
3.0,True,"10 2, 2017",A1K99LYWHHRMT7,B0000CDZBC,jacob,Ok game,Three Stars,1506902400,,,
3.0,False,"04 11, 2008",A3R69KHPS50ABF,B000F5OPAG,Gregory Kennedy,"Warcraft: Orcs and Humans was partly responsible for modern success of the RTS genre and its historical significance is undeniable. But how does it play by today's standards?

Unfortunately, not well. Warcraft practically requires players to use the keyboard - ctrl/shift to do multiple unit selection, and hotkeys to give orders. This makes it very tough to play well one-handed. A generation later with Warcraft II Blizzard would get it right with the control scheme, but it's bound to frustrate seasoned RTS gamers here.

The other major problem is with AI. The computer is exceptionally weak, building tiny ineffective attack forces and waiting for you to raid its base. It does not defend well against ranged attackers at all. Once defending units are killed off, the computer never bothers to rebuild them. And it ALWAYS falls for being 'baited out' by a fast-moving troop, leading its entire army into a trap in pursuit of something it could never catch. One Human level asked me to rescue some peasants and rebuild my town before attacking the Orc base - but since I couldn't find them, I simply stormed the enemy with my starting units, and crushed them outright.

To compensate, the computer cheats - always starting with a free (sizable) base, while you have to build from scratch. It ignores the economy entirely, instead building units on a set schedule and at no cost, but it is still incapable of putting up much resistance.

Bad AI extends all the way down to unit pathfinding - units mill around haphazardly and run into walls, stopping them in their tracks for a second before they head off in another random direction. More than once I ordered my units to travel across the map, but they instead wandered off to a dead end and eventually just gave up! The bad pathfinding adds more to the value of ranged units, since they don't have to stop-and-go maneuver around your own units to gang up on an attacker.

These things could probably still be okay if the game had some still-relevant multiplayer, but unfortunately it is based on IPX or direct modem connection and doesn't allow user-created maps. And the campaign isn't even compelling, since most missions just give you a short blurb of ""yet another enemy base stands in the way of our victory, crush it"" and then you're on your way.

The graphics are low-resolution but nicely detailed, and I have no complaints. Music for PC is MIDI (how disappointing - there is CD audio here too, but it's only for Macintosh players!), and the sound effects are decent but lack variation.

Unless you are a die-hard RTS gamer or Warcraft fanatic, I would not recommend this game - it's too easy, the controls too frustrating, and the storyline is not engaging. The next revision, Warcraft II, is still every bit as good as it was when it first came out. Find the [...] edition for under ten bucks and give it a shot if you are interested in the history of Warcraft.",First in the series has some flaws,1207872000,6,,
3.0,True,"05 19, 2014",A3TDCGXFKF1JZL,B0041CASX2,Ron,Gave this a Its Okay rating as I purchased this as a gift and have asked how they like it and get a typical younger person answer of Its Okay so have just passed this rating on.,Review of Nancy Drew,1400457600,,,
3.0,False,"08 6, 2010",AATXK33K48V2C,B00005QEZ8,edward riddick,Steering this thing gets a bit of getting used to because it's not as sensitive as the controller but as long as you're not having disconnecting issues(which i would take into count when buying this) this ups the fun factor on any compatible racing game. So far i know it works with Burnout revenge and nfs shift. It probably works with forza games to. I haven't had any disconnecting issues yet. I also have the recent(2010 at the time of this post) arcade 360 which might make a difference idk. all in all it's not bad i just wish i didn't get it from gamestop because they charge $100. for it!,Not so bad,1281052800,,,
3.0,True,"12 1, 2016",A3VPFO99G109TY,B00RZ7T8TK,Daehawk,"It works, might need to buy a new one after awhile. The bottom one seems to get damaged some from the stylus overtime. I see some moving over it has damaged that plastic to protect the screen. But it's not interfering with the game play any. Another thing I dislike is that because the remove tag on the bottom screen is on the right it is basically on top of the Start and Select button. If they had placed it to where for the bottom screen the remove tag was on the left it would of not been where any other button was. The top remove tag at the bottom right is fine, nothing is up there that it blocks or interferes with.",It's okay,1480550400,,{'Style:': ' New 3DS XL'},
3.0,False,"06 1, 2011",A3FG0FQHNV2UP2,B0045IMVJ6,E. A. Montgomery,"* Does Not Replace Wall Charger, Requires It To Work

* Does Not Work With DS Prior To DSi

* Does Not Work With 3DS

* Will Fit DSi and DSi XL

My children have been desperate for this Pikachu stand since it came out. As the box makes clear, this will NOT replace your charger. You MUST have a DSi wall charger for this stand to work. I want to stress that because a parent planning to use this to replace a lost charger would be very unhappy. It will charge your DSi only when plugged in via a standard charger, there is no cord with this unit. Really, it's room decoration, the child's version of a conversation piece.

The plastic feels sturdy, with a DSi XL sitting in the holder I flipped the unit upside down and the DSi did not dislodge, indicating it had a good fit. It's easy to remove the DSi as well. Swapping the holder from DSi to DSi XL was a simple slide operation and the holder went easily into place as well.  I wish it were able to be used with older DS units or the 3DS. (While the 3DS and DSi wall chargers are the same, Nintendo has flipped the orientation of the USB hub on the back of the 3DS.)

The kid cool rating is off the charts (one actually cleaned in an effort to be the chosen child). I think this would be great for a room remodel or a grandparent's gift.",Will Not Replace Your Charger,1306886400,16,,
3.0,True,"07 25, 2015",A3IIXIOZEEI0MI,B000G0JD9I,Adriana,Its a nice game but i thought you could of like create your own character which i didn't like but it was in good condition thanks,Its a nice game but i thought you could of like create ...,1437782400,,{'Platform:': ' Xbox 360'},
3.0,True,"03 6, 2014",A3SZEYY6ELTTJK,B00DBKSN8M,JasonReviews,"I was so disappointed when I bought this, first of all there is no upgrades to the graphics at all, it is the same as gta4. what a let down, they built all this hype up and had us waiting for years before they released the game, then, this is it??? Those guys must be laughing about how much money they made on the day of release for this game. They put in little work (graphics wise) and made billions the first day.

It does have some good missions but every episode has good missions, I expected way more than they gave on this game. The best parts are the first mission when you are robbing the bank before the game actually starts and the last mission when you get to kill the intelligence agency boss. most other missions are bland and thoughtless.

The language is inappropriate as well, I do not know why they can not have people talk for more than 5 seconds without cursing. I had to sell the game because I didn't want my kids to pick up anything from the game. I know gangsters that don't even like the language on this game,",same thing as gta 3 and 4,1394064000,,,
3.0,False,"10 28, 2016",A3SMD3T0QTN109,B01GWTYXSC,DF,"I've tried quite a few headphones for gaming on my PS4 and my desktop, and these are an interesting concept with some pros and cons.

The first main pro is the feel of the build quality.  The metal, the stitching on the head cushion, the volume wheel, the 3.5mm cord all feel as nice and solid as any headphones I've ever used, and are nicer than my Sony headphones that cost 4 times as much.  If you plan on being seen in your headphones, these are a nice choice, and if you're the kind of person who really likes aesthetics, these are a good option for you.

Having to recharge with a usb cable is an acceptable hassle for cordless headphones.  These of course aren't cordless.  The cord is shorter than my other similar headphones, but when attached to your dualshock controller it can be nice to have less cord in your way.  But that kinda gets to the problem: these still have that cord in your way.  If you want less cord in your way and don't mind recharging headphones, you can get wireless headphones, often with surround sound, for a similar price to these.

These have a beautiful sound, and I suppose that's the most important feature.  They aren't as loud as 40mm headphones should be, and I think that helps avoid distortion.  I think anyone wanting louder headphones will eventually have hearing loss.  The boom mike sounds much better than the in-built mike, but this is mainly news for phone calls.  If you're chatting in games, the audio quality is going to be low no matter how nice the mike is.  Having the extra mike is a good idea.

At the end of the day, these are competing against gaming headphones that look and feel cheap in comparison, but have far more features and I'd say convenience.  Once you've used surround sound headphones for games, it's hard to downgrade, and wireless headphones are just more comfortable all around.  The three stars reflect what I consider to be an average value.  Great sound and great finish on a product that does less stuff for the money.

If you don't want wireless, or if you really want that quality feel, these are still a viable choice.","Sound good, but for gaming headphones you need to consider the pros and cons",1477612800,5,{'Color:': ' Black'},
3.0,False,"01 17, 2016",A12DUWAT5LFDOF,B00BU7WVCM,Robert &amp; Autumn Lombardi,"Disappointed, not that great.",Three Stars,1452988800,,{'Format:': ' Video Game'},
3.0,False,"12 7, 2008",A14Q68AEED4PKA,B001FEO75Y,tifany710,"Although I have not played this game too much I figured I would write a review for those wondering what this game is even about. First, this is suppose to be a ""family"" game, yet as a 21 year old I found some of the games difficult to ""win."" If you are looking to get this for young children I would advise you not to. Also, you have to unlock many of the games, which I have yet to do so when you get the game you only have about 18 of the 30 games to play. The controls are sometimes difficult to operate and most of them involve the same motions. I played with 2 players and you play against 2 ""computer"" plays as well. The computer players were pretty good at the games and I'm not sure if you can change their levels. All the games are really short, 2 minutes or less and are timed. If you don't complete it in the set time the game is over. The games that I played didn't require the nunchuk, only the remote. Overall, this game is ""ok"" but don't expect too much fun or hours of entertainment.","Ok game, but will be difficult for children",1228608000,58,,
3.0,False,"03 14, 2008",AJKWF4W7QD4NS,B00127VDVK,N. Durham,"Yes, we have another PSP to PS2 port on our hands with Ratchet & Clank: Size Matters.  Sadly though, the usual enjoyment that often accompanies the games in Sony's series is pretty diluted here, as this port is quite disappointing in terms of its overall quality.  First off, the game looks pretty bad, as nothing was done to enhance the original game's graphics engine.  Seeing the game blown up on the big screen really displays the jerky animation and choppy frame rate, which can almost become distracting.  Maybe this wouldn't be so bad if not for the jerky, wobbley camera.  There are also an assortment of glitches in terms of the game's audio, graphics, and controls as well, but at its core, there is some fun to find that is buried underneath all the technical issues.  Being a Ratchet & Clank game, Size Matters features a large assortment of worthwhile weapons that are a blast to use.  There are some funny cut-scenes and dialogue as well to be found, but in the end, this port is just disappointing.  It's still worth playing though for fans of the series that haven't played it on the PSP, but don't expect the game to match the series' usual quality.",Disappointing port,1205452800,25,{'Format:': ' Video Game'},
3.0,False,"06 23, 2008",AB1Z91C0JB9LX,B0010EK3SE,R. Nortcliff,"This is probably going to be similar to many other reviews out there, but this is my opinion.

Creed is very console orientated. It's selling points are it's visuals- I have a high end pc and can experience everything on full settings as smooth as silk, and it's atmosphere.

On that note, this game is perhaps best game in years to capture the atmosphere and 'feel' of a immersive gaming experience. It actually feels like you are walking around the Holy land, with great shadow effects and lighting. The people who move around you are the closest to actual human beings, without actually being walking digital people. Also, there are no edge effects with this. Everything is very smooth, no rock face is spoiled by a jutting graphic triangle or polygon.

The gameplay is far more simple than I expected, going on what others have spoken of. I can run up to a building, and infact climb and leap over buildings very easily. I think the only real issue is dropping from the hanging position, but that's just experimentation with keys (I'm PC version). Altir is an incredible acrobat and his motoions are some of the best I have yet seen. Having Altir climb and scale walls and buildings is perhaps the games most impressive feat. Dust and small stones fall away under his feet and as you move the camera around him, whether suspended or still moving you can view the people moving below him. That is the shiny end of the coin.

I enjoy the combat system, being able to engage multiple opponants in a realistic manner is fun. Three on one is far more exciting than one on one.

The cons. . well, there is not much in the way of interraction in the game. Sure, you speak to people, but it's not open ended, it's all mission and side mission based. Saving citizens from the guards to give scholar and vigilante aid is fine, but it gets a little bit silly after a while. YOu don't really want to jump down from up high to save somebody just to have some vigilantes appear that you really don't need just to have to climb back up again. Also, it defeats the purpose of stealth and unseen death when you slay guards, to evade them again and carry on like nothing happened. There is not much to 'chew on' in terms of story and side mission. I would love to be able to have a RP element. To perhaps drag your dead into dark corners, barrels, through open doorways. I would like to be able to purchase items from the market vendors, perhaps getting a better blade or having my blade sharpened .. simple details. Can you imagine something as applaudably immersive as Creed combined with something like Oblivion, the RP extravaganza? Creed innovates in a way that paves the way forward for future releases.

The last but not least of the 'issues' with Creed is that it is difficult to exit the game. You have to leave the memory, have your other character get off the table, then quite to the menu, select the name of your saved data and then exit .. that's far too overly complicated.

My advice, get this one in used condition or on sale. It's not that it's not great value for money, but Oblivion cost roughly the same amount and there was far more to experience with it.

It's certainly a worthwhile experience for a gamer, you will spend time marvelling at details and hunting for your next 'job' whilst enjoying the detailed vistas of the far East- get it if not for the experience of moving through the detailed towns and cities.

Three and a half out of five overall.",The Creed,1214179200,,{'Format:': ' Video Game'},
3.0,True,"03 26, 2013",A32PBNS7SGYRWE,B00005QB9M,J. S. Harbour,"I bought this game new originally from Amazon in 2003, if I remember right, and played it for several months. It has a very good economic simulation that allows you to build any type of company. The game is really still playable today although I'm a bit disappointed that another new edition has not been forthcoming. You may be able to buy the game from a reseller but GOG also makes it available for a fair price in digital form. I do not know if Amazon offers this game for download because it's 10+ years old now. I highly recommend it if you enjoy or want to learn about building a business empire.",Fun! And still playable via GOG,1364256000,,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
3.0,True,"09 4, 2014",A1CXQ942L5P01M,B000W91YTA,Jeffrey A. Smith,Served It's Purpose.,Three Stars,1409788800,,{'Edition:': ' Pro Value Bundle'},
3.0,False,"09 8, 2008",A21DY17WLRMVZR,B0018YDK9U,L. Thomas,"This is a excellent game for todlers and young children, this game is educational but fun at the same time, a good overall game for the youngsters.",Very Good Game for younger children,1220832000,7,,
3.0,True,"11 7, 2016",A2PQDHE7A3M5E2,B00X87MH0I,MD35,"Exciting and fun game! But half-way through  the game, it  froze and would not even restart. Considering this was just purchased brand new, I am somewhat disappointed since I can no longer finish the game or see how it ends. Sad and disappointed, but otherwise, still a great game despite the sudden death. Still rating it a 3-star because I enjoyed all assassins creed game! Thank you.",Exciting and fun game! But half-way through the game,1478476800,,{'Format:': ' Video Game'},
3.0,False,"02 13, 2007",A29YS9QSGOKS4O,B0002FGFH0,Carolyn,"I must say the graphics are 100 times better then in Warcraft 3 but that's the only positive to a game that tried to outmatch Blizzard. They failed. Miserably.

At first this game was awesome, it had all the prospectives of measuring up to be a fantastic RTS (Real Time Strategy) but it went all down hill from there.

The game - as usual - follows the average fantasy theme with Orcs, Humans, Elves and Undead (Warcraft 3 anyone?) that was a little bit of drag. But if that's what your after, that's all well and good, but the main problem I have to pick with this game is, for some reason it's hard to all buggery to do. Even on easy, without proper healing characters, etc. you just die as soon as you meet the enemy who do double to triple the amount of damage compared to yourself. There's no even stakes at all in this game. In the beginning chapters you just have to get through it with hoping that the enemy doesn't hit your main character otherwise it's game over. At least Warcraft had Altars in the beginning levels!

This game gets annoying at how low your characters HP, damage, etc. are. You can go in with a full-blown army and just be wiped out by 6 enemy units.

If you're in for a challenge, this is the game to play but I warn you this game doesn't come anywhere close to Warcraft!

But if your looking for another type of RTS that doesn't involve Humans, Orcs, etc. try Company of Heroes it's WW1 scenario with all the fun of building bases and sending your men out to war.",It's not Warcraft and will never measure up.,1171324800,,,
3.0,True,"08 18, 2013",A1XOYXZG9VZZAE,B00005ME6N,demonsRendangered,"Resident Evil Code Veronica X was originally a Dreamcast game and has been ported to the PS2. While not a terrible entry in the series, it never really took off for me. Sure it was fairly long but it still felt incomplete somehow. Maybe it has something to do with the lack of unlockables and only one ending. In the first Resident evil, you could get a closet key and unlimited rocket launcher. There were also multiple endings. Same goes for 2 and 3. Why not in this? Your guess is as good as mine, there are indeed multiple possibilities. Still, if your into Resident Evil this is a real installment, it just falls short of the main series due to the lack replayability.",RE: Code V,1376784000,,{'Platform:': ' PlayStation2'},
3.0,False,"02 1, 2014",AJTBRQTN3BP4C,B0095D1CM8,Kevin,"Mouse is great but has some issues.

1. Tracking issues: The mouse has a dual sensor laser. It's sensitive. If you get dirt or dust on your mouse pad, it gets on the laser. Use a q-tip and some rubbing alcohol and clean it once in a while.

2. Make sure mouse pad is free from things like dust and hair because the laser can pick it up.

3. This mouse doesn't work with some types of mouse pads. Mine doesn't like the hard plastic. Tried a $30 Corsair hard mouse pad and it sucked. My $4 junk pad works better. I've heard great reviews about the Razor Goliathus. I'll be getting one soon because people report this mouse working great on it and it's designed with dual lasers in mine.

4. I heard it doesn't like dark surfaces. However, my current pad is black and seems to work ok.

So keep the dust and hair out of the lens and have the right mouse pad.

Most customizable mouse ever. Change your palm rest and thumb rest so you can hit that sniper button (which is awesome). I have mine adjusted to 50%. Makes long range way easier.

Cons: only complaint I have is that the software takes some figuring out. But once you do, it's pretty cool. I set my thumb scroll wheel as volume controls and use it all the time.

Update: Still using the mouse but the tracking likes to jump around sometimes and now the middle mouse button is acting up. Not worth the price if it doesn't last very long. But for the most part it's not too bad. It's really only worth like $40-$50.",Not a bad mouse but longevity isn't there.,1391212800,,{'Color:': ' Matte Black'},
3.0,True,"05 12, 2017",A1G4NN664VIZDK,B014XCWZA8,Robert H. Furlong,"Very cheap, but you have to spend a lot to buy additional modules on XBOX Live",Three Stars,1494547200,,{'Format:': ' Video Game'},
3.0,True,"09 8, 2017",AW3IIQ91H9Y3N,B00M3D8IPQ,John G,"Good graphics, fast pace.

Mostly a wave of enemies game. You get to an area, clear them out, then move on to next area.

Story is kinda okay.

It's DOOM. That's all i can say about it.  It's DOOM.",It's Doom,1504828800,,{'Format:': ' Video Game'},
3.0,True,"02 1, 2016",A3KNUXACBIFTDZ,B00JF63SQI,Shawn,Awesome but the sides of my mouse starts slipping off if your hands are sweaty alot.,Okay,1454284800,,{'Style:': ' DeathAdder Chroma'},
3.0,False,"04 5, 2008",A38PB0X0RJT1ZO,B0010EI6T2,S. Shou,this i pretty much like any other tom clancy's game.  great graphics and control.  it uses the same unreal engine that so many FPS are using.,fun but just another FPS,1207353600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
3.0,False,"07 5, 2009",A1F1S3QZL8PR85,B000ZK6950,goldentoaster,"Resident Evil 4 was a revolutionary game that changed not just survival horror, but action/adventure games in general. The over-the-shoulder perspective is now a staple in the action genre, plus the game was so well designed, it is one of the few games that keeps bringing me back after the initial sparkle wears off.

Resident Evil 5 borrows heavily from Resident Evil 4. Having said that, comparison is inevitable. And initially, it seems like more of the same good stuff. But is it really?

The first difference that's gonna hit you in the graphics. Yes. They're gorgeous. You will find yourself spending time in each level just marveling at the details and effects.

Along with the improved graphics, the combat is also sped up a little bit and the game is perfectly paced. The action is fast and fun, and brings back the Resident Evil 4 feel pretty well. The gameplay alone makes it worthy of a rental. Resident Evil 5 also introduces Co-op gameplay where a friend assumes the role of Sheva Alomar, partner to the main character, Chris Redfield. Co-op is implemented well and is fun to play with a friend online or on the same screen. But that's where the good ends.

The game is short. It'll take you 10 hours to beat the game, maybe 12 if you are the exploring type. The game is not designed as well as Resident Evil 4; without going into too much detail, you will only have reason to play the game through twice before its just no fun anymore. Besides the combat, you will partake is some excruciatingly easy puzzles, in which you are basically hand-fed the solutions to. Bosses are easy as well. Everything feels very dumbed down compared to Resident Evil 4. Even the inventory system has been re-designed to make it simpler for the player.

One of the things that made Resident Evil 4 so intense was the fact that the player was always low on ammo and tight on space. Battles had to be meticulously planned in the inventory and since ammo was sparse, the player had to be crafty. That was fun. But in Resident Evil 5, you are never really strapped for ammo, and you can almost always use your partner as a pack mule. It changes the game mechanic, making it much less interesting.

Speaking of intense, one of the things about Resident Evil 4 that made it so intense was the fact that it was truly scary and maintained a sense of horror and suspense. It made the game immursive; you really felt like you were alone in the dark. In Resident Evil 5, you are neither. Thanks to your partner and the sunny African setting, you'll never be alone or in the dark. Horror has left the game in Resident Evil 5, and with it went an undeniable sense of charm and excitement that is woefully missed.

Because that sense of Horror is absent and the game is more action oriented now, it seems kind of strange that the developers stuck with the setup where the player cannot walk and shoot at the same time. I know other reviewers address this all too often and to be honest, it is the most minor of my complaints in my opinion. Nevertheless, it is still worth noting.

This is not to say it is impossible to have fun in Resident Evil 5. It is a perfect rental, because it can be beaten quickly and once it is beaten, there is not much worth-while to return to. I'd say definitely find a way to play it, like co-op-ing it at a friends house, because the first time is a blast. Otherwise, I'd stick to Resident Evil 4. But trust me, you don't want to be the loser who actually paid full admission while the disc sits on the shelf collecting dust for years to come.

RENT IT. 3 stars out of 5.","Rent this game, save your money",1246752000,6,{'Format:': ' Video Game'},
3.0,False,"10 11, 2006",A2JMIOAVBGLAJP,B000A87T38,R. Love,I like Harvest Moon A Wonderful Life Special Edition. I however recommend spending an extra $100 dollars for a Gamecube.  The Gamecube Edition is faster and easier to play. Sure there are extra features in the special edition but it isn't worth it to wait for more than a few seconds to move your character and other simple actions.,Too Slow to be enjoyable!,1160524800,,,
3.0,True,"01 10, 2017",A2BVE52IWIDCCZ,B00MB40B0C,Vincent,"Works, feels very uncomfortable compared to the original.","Works, feels very uncomfortable",1484006400,,{'Color:': ' Black'},
3.0,False,"05 26, 2010",AV29AX8MJIREW,B001TORSII,Movie Monkey,"I think I have officially gotten older.  I loved the first Mass Effect, and really enjoyed Mass Effect 2.  I love the story, and the combat was vastly improved for this second outing which I loved.  I also loved how it imported my Mass Effect 1 character.  That totally hooked me, and has me excited about my choices I made in Mass Effect 2 how it will effect 3.  So well done Bioware.

My biggest problem was that it was too similar to Mass Effect 1.  There really wasn't a lot new introduced to Mass Effect 2 then 1.  I mean, new combat sure, but there we were, on a ship, just a little nicer, traveling pretty much the same.  And the whole game is picking up new people, doing loyal missions, complete game.  Just not really a lot of variance.  I like in the first one how we could walk around the citadel in this beautiful environment, go to the ship, and talk to the crew.  This one, is pretty much exactly the same, without the Citadel.  So I know it's a sequel, so gameplay must stay a little similar, but almost exact?  Seemed boring and lazy to me.  Even the ship was almost exactly the same!  Most sequels I've played offer variance that make it different, this one really didn't for me.  Even with the battle being better, the story was better in the first one for me.  Maybe because it was new.  I still enjoyed the story here, but I wasn't amazed by it.

My biggest complaint, and this is where my ""getting older"" comment comes from, is that was just too long.  I like doing as many side missions as possible and my final time clocked in close to 60 hours.  Near the end, I just didn't care anymore about the plot, I just wanted it over.  I don't want to feel that way at the end of games.  I wish it was 25-30 hours including side missions.

There was some incredible scenes, and the story was very well done.  However, I just felt it was just too long, the story got repetitive for me, and was just a little let down.  This absolutely doesn't mean I won't pick up Mass Effect 3, I just hope it offers more to the game, rather then repeat everything we've done already.

So that makes it 3 stars for me.  Good, but not great.","Good, but not great",1274832000,3,{'Format:': ' Video Game'},
3.0,False,"12 26, 2007",A1RNL38FZSTVWK,B000NGP1R8,Laney50w,"Well, after playing this game for a few hours, I have mixed feelings about the game. First, I must say, I tend to like it a bit better than Resistance: Fall Of Man, mainly because it's a bit different with the overall features. You wear this nifty Time-Shifting type of suit that can enable you to manipulate time. Which, is a really cool idea, and it can be quite fun blasting bad guys when you're using these features. A LOT OF FUN!

The graphics are awesome, it's really fast-paced, and is a blast to play.

BUT, after some time of playing, I got a bit bored with it. Simply because it's constant shooting...shooting....and more shooting...which normally I wouldn't mind, but, I would like some other challenges, or other things to do besides just shooting, shooting, shooting, and dodging ballistic missiles & projectiles. Maybe that's what I'm not crazy about...I guess I like games a bit more on the slower-side. Things in this game get a bit to crazy, and hectic all at the same time, and sometimes you just don't know what to do, where to go, or what's going on, and 2 seconds later you're dead!

I love SHOOTER-TYPE GAMES, but, I like them a bit slower, and with other kinds of challenges....What I mean by this is: In other Shooter type games (ala: Sniper Elite, or SOCOM series of games)...While they are all shooter games, you have to incorporate stealth, and other means of combat, to complete missions. I guess I like that stuff more than your more traditional kind of shooter game.

I guess I just get bored shooting the same thing over & over again...  :) I guess I'd like to see more of that kind of thing in other shooter games.

Conclusion: Don't take this review the wrong way....I really dig this game, and I think the replay value will hold up for me, I do however, appreciate other elements in a game to make a game more interesting.

But, overall, on a scale from 1-10, I'd probably give it a solid ""7"".",Decent shooter,1198627200,6,{'Platform:': ' PlayStation 3'},
3.0,False,"02 27, 2004",A1KNFFORKKM2AO,B00009X3SY,Chad D.,"I spent almost a year playing MAOH 1, and I never got bored. When I heard about Rising Sun, I couldn't wait, I knew it was going to be as good as the first one. I was wrong, while it is a great game to play and just as much fun as the first one. It is WAY WAY TO SHORT, I was in shock when the credits came rolling only after the 7 or 8th misson. They save system wasn't very cool, but it made it more challenging. I would recommend this game, I am just VERY disappointed of the shortness of it.",Ruined a great series!,1077840000,,,
3.0,False,"01 19, 2008",A3UVZMTE9A9CG2,B000088KHF,Shirene,"This game was not as fun as the newer version (SIMS 2). It was a lot harder to understand, but it was okay for those that have the time to read cheat codes to find out how to operate the SIMS. I rate this a C-",The SIMS,1200700800,,{'Platform:': ' Xbox'},
3.0,True,"02 13, 2002",A36JT9YYNRD6WL,B00005MOMD,funkymushroom,"I must admit that after playing Dexter's Lab (also done by BAM), I went out and purchased this one as soon as possible, being a fan of both Dexter and the Powerpuff girls, I thought that the Powerpuff girls would be a clear winner.
I was wrong. I guess that some might like it, but I find the 2D side-scroll action both confusing and boring at the same time. maybe for a mindless bit of fun this would good, but as far as gameplay goes, this took me back to the likes of Galaga and Galaxian, which were good, but because they were firsts in their generation. The only remote addition to the gameplay, is the ability to pick specific items up and throw them.
The graphics are good, and the sound is mediocre, and the replay value...well, lets say that I played the first three levels, and had no desire to continue, let alone play some more...",Not much fun,1013558400,3,,
3.0,True,"06 5, 2017",A309K9I50AISC9,B0073ESZ58,Brandon,This fits well but the grips are not very textured so I find them slipping down my hands a lot. I do like how securely this locks the Vita in place. Not able to charge the Vita while the Grip is attached.,Not Bad. Could Use Better Grip on the Wings,1496620800,,,
3.0,False,"03 5, 2004",A3FBTJCCNQXW2U,B00008XL0E,Goldenroom,"I wanted to get this game for a couple reasons. First, I love volleyball. Second, the hot chicks. Third, the hot chicks...
Okay, so seriously how is the game?
Some of the good stuff includes the solid controls, cool characters, a interesting fantasy ice volleyball court(where you can crack the ice with a heavy volley ball and send your opponents falling to their death)...
Unfortunatly there is more negatives. First of all, the game is put together in a amateur fashion. The graphics are pretty cheap and remind me of something from Nintendo 64. The announcer is pretty silly too. It's sounds like they got some nut from a sunday morning infomercial to do the announcing...
All in all, if you can't stop the urge of waiting for another volleyball game to come along, this one is pretty good. Good Control is one of the things I value most in video games and this one delivers...
Sound=1 star
Graphics=3 stars
Fun Factor=4 stars
Replay value=3.5 stars
Controls=5 stars
OVERALL=3.3 stars",Summer Heat- The real deal review on this game,1078444800,15,,
3.0,False,"12 14, 2015",A2GC5JELY3N07V,B00X8XVJJ2,bman,"Lost Song is a continuation of the game series which is it's own canon. The games are their own canon so it is somewhat of a spoiler of you have not played the previous ones. This is the crew's first foray into ALO.

Anyways, the game is average. The story is rather short and nothing too special. The main story can be beat within 20 hours as well as most of the subevents with your allies. There is even a cameo with the main girl from Accel World.

Gameplay wise it's a hack and slash. It's like the previous games where you choose your weapon types and hack and slash your way to victory. You have magic which can buff/debuff/heal/etc. The game is very easy as you can hack and slash and just fly away to heal most of the time. The flying is kind of bad but it's there.

Graphics are okay however, it definitely feels like a vita port because of the max resolution of the game. Game also feels very empty.",Only get it if you like the series,1450051200,,{'Format:': ' Video Game'},
